e_issn,journal_title,license,publisher
1869-1919,Science China Information Sciences,,Springer
1464-3529,"British Journal of Criminology, The",,Oxford University Press
0022-0965,Journal of Experimental Child Psychology,,Elsevier
1477-3880,International Review of Economics Education,,Elsevier
1754-9965,"Journal of World Energy Law and Business, The",,Oxford University Press
1087-1845,Fungal Genetics and Biology,,Elsevier
1886-7995,Journal of Iberian Geology,,Springer
1572-9958,Asia Pacific Journal of Management,,Springer
1573-3521,Journal of Behavioral Medicine,,Springer
1438-1168,Mineralogy and Petrology,,Springer
0032-5910,Powder Technology,,Elsevier
2574-9870,JACCP: Journal of the American College of Clinical Pharmacy,,Wiley
1460-6984,International Journal of Language & Communication Disorders,,Wiley
1042-444X,Journal of Multinational Financial Management,,Elsevier
1527-330X,Aesthetic Surgery Journal,,Oxford University Press
2153-9561,"Culture, Agriculture, Food and Environment",,Wiley
1432-1106,Experimental Brain Research,,Springer
0888-613X,International Journal of Approximate Reasoning,,Elsevier
1618-1913,Publications mathématiques de l'IHÉS,,Springer
2196-3061,Current Treatment Options in Psychiatry,,Springer
1097-0215,International Journal of Cancer,,Wiley
1572-8404,Biology & Philosophy,,Springer
2950-4740,Global and Earth Surface Processes Change,,Elsevier
1568-9883,Harmful Algae,,Elsevier
1432-2013,Pflügers Archiv - European Journal of Physiology,,Springer
1874-6349,Acta Analytica,,Springer
1600-0463,APMIS,,Wiley
1720-8386,Journal of Endocrinological Investigation,,Springer
1572-9532,General Relativity and Gravitation,,Springer
1754-9469,Studies In Ethnicity and Nationalism,,Wiley
1365-3083,Scandinavian Journal of Immunology,,Wiley
1573-9090,PROSPECTS,,Springer
1467-9582,Studia Linguistica,,Wiley
1878-5166,Review of Philosophy and Psychology,,Springer
1617-7134,Journal of Economics,,Springer
1470-9856,Bulletin of Latin American Research,,Wiley
1053-2498,The Journal of Heart and Lung Transplantation,,Elsevier
1570-7458,Entomologia Experimentalis et Applicata,,Wiley
1863-8953,Sozial Extra,,Springer
1521-4001,ZAMM - Journal of Applied Mathematics and Mechanics,,Wiley
1938-2901,Annals of the Entomological Society of America,,Oxford University Press
0049-0172,Seminars in Arthritis and Rheumatism,,Elsevier
1522-7219,Infant and Child Development,,Wiley
1156-5233,Journal of Medical Mycology,,Elsevier
1464-3669,Industrial Law Journal,,Oxford University Press
0974-0198,Global Journal of Flexible Systems Management,,Springer
0741-5214,Journal of Vascular Surgery,,Elsevier
1938-5455,Wildlife Monographs,,Wiley
1432-0800,Bulletin of Environmental Contamination and Toxicology,,Springer
2195-3899,"Journal of Control, Automation and Electrical Systems",,Springer
1939-9162,Legislative Studies Quarterly,,Wiley
0040-8166,Tissue and Cell,,Elsevier
1745-4530,Journal of Food Process Engineering,,Wiley
1674-6384,Chinese Herbal Medicines,,Elsevier
0305-0548,Computers & Operations Research,,Elsevier
0167-8396,Computer Aided Geometric Design,,Elsevier
0142-9418,Polymer Testing,,Elsevier
1467-8683,Corporate Governance: An International Review,,Wiley
0949-2658,Journal of Orthopaedic Science,,Elsevier
1464-3588,Contributions to Political Economy,,Oxford University Press
0198-8859,Human Immunology,,Elsevier
1475-4959,The Geographical Journal,,Wiley
1939-165X,Veterinary Clinical Pathology,,Wiley
2213-0780,Journal of Outdoor Recreation and Tourism,,Elsevier
1934-8533,Current Protocols in Microbiology,,Wiley
2520-8691,International Journal of the Sociology of Leisure,,Springer
2662-9739,International Cybersecurity Law Review,,Springer
1863-8260,TEST,,Springer
1868-6001,Journal of Community Genetics,,Springer
2190-2100,HeilberufeScience,,Springer
2211-050X,Mathematics Education Research Journal,,Springer
1541-0420,Biometrics,,Oxford University Press
1476-7937,Holocaust and Genocide Studies,,Oxford University Press
1807-5932,Clinics,,Elsevier
1572-9109,Applications of Mathematics,,Springer
0976-7975,The Nucleus,,Springer
1834-7819,Australian Dental Journal,,Wiley
2364-6861,Food Ethics,,Springer
2366-598X,International Journal of Intelligent Robotics and Applications,,Springer
2468-0230,Surfaces and Interfaces,,Elsevier
1477-4631,Music and Letters,,Oxford University Press
2365-7448,Euro-Mediterranean Journal for Environmental Integration,,Springer
1863-4613,International Review of Economics,,Springer
1995-8196,Transactions of Tianjin University,,Springer
1573-1979,Analog Integrated Circuits and Signal Processing,,Springer
1654-7209,Ambio,,Springer
0315-0860,Historia Mathematica,,Elsevier
0305-7488,Journal of Historical Geography,,Elsevier
0889-1575,Journal of Food Composition and Analysis,,Elsevier
0975-1645,Transactions of the Indian Institute of Metals,,Springer
1467-8489,The Australian Journal of Agricultural and Resource Economics,,Wiley
1573-3653,Journal of Nonverbal Behavior,,Springer
1863-0669,"CLEAN - Soil, Air, Water",,Wiley
0378-2166,Journal of Pragmatics,,Elsevier
0032-0633,Planetary and Space Science,,Elsevier
1387-3806,International Journal of Mass Spectrometry,,Elsevier
1573-6598,Journal of Traumatic Stress,,Wiley
1865-7265,Clinical Journal of Gastroenterology,,Springer
1576-9887,Vacunas,,Elsevier
1546-1718,Nature Genetics,,Springer
1553-8389,Cardiovascular Revascularization Medicine,,Elsevier
0898-6568,Cellular Signalling,,Elsevier
1097-6647,Journal of Cardiovascular Magnetic Resonance,,Elsevier
1369-8478,Transportation Research Part F: Traffic Psychology and Behaviour,,Elsevier
1365-2443,Genes to Cells,,Wiley
0003-4509,Annales Pharmaceutiques Françaises,,Elsevier
1467-9965,Mathematical Finance,,Wiley
1466-8238,Global Ecology and Biogeography,,Wiley
0897-1897,Applied Nursing Research,,Elsevier
1476-5497,International Journal of Obesity,,Springer
1467-9612,Syntax,,Wiley
1521-6616,Clinical Immunology,,Elsevier
1365-2036,Alimentary Pharmacology & Therapeutics,,Wiley
1728-6271,Journal für Gastroenterologische und Hepatologische Erkrankungen,,Springer
2364-4141,Regenerative Engineering and Translational Medicine,,Springer
1098-2280,Environmental and Molecular Mutagenesis,,Wiley
1534-3138,Current Treatment Options in Neurology,,Springer
0166-5316,Performance Evaluation,,Elsevier
2371-4820,Biomedical Materials & Devices,,Springer
2250-2114,Journal of The Institution of Engineers (India): Series B,,Springer
2948-1775,npj Materials Sustainability,,Springer
0167-7187,International Journal of Industrial Organization,,Elsevier
1744-313X,International Journal of Immunogenetics,,Wiley
0923-5965,Signal Processing: Image Communication,,Elsevier
1059-1311,Seizure - European Journal of Epilepsy,,Elsevier
2211-9736,Tourism Management Perspectives,,Elsevier
1474-7065,"Physics and Chemistry of the Earth, Parts A/B/C",,Elsevier
1573-0891,Policy Sciences,,Springer
2212-9588,Advances in Integrative Medicine,,Elsevier
2523-3688,Water Waves,,Springer
2950-2845,Journal of Alloys and Compounds Communications,,Elsevier
0969-9961,Neurobiology of Disease,,Elsevier
1075-4253,Journal of International Management,,Elsevier
1559-0755,Immunologic Research,,Springer
0307-904X,Applied Mathematical Modelling,,Elsevier
0033-3506,Public Health,,Elsevier
1557-0681,Musculoskeletal Care,,Wiley
1600-0501,Clinical Oral Implants Research,,Wiley
2325-3584,CSA News,,Wiley
1741-3850,Journal of Public Health,,Oxford University Press
2412-8287,Journal für Mineralstoffwechsel & Muskuloskelettale Erkrankungen,,Springer
2666-2507,JTCVS Techniques,,Elsevier
1572-9907,Group Decision and Negotiation,,Springer
1757-7802,Regional Science Policy & Practice,,Elsevier
1754-1484,Contemporary Women's Writing,,Oxford University Press
0020-7683,International Journal of Solids and Structures,,Elsevier
2950-3949,Archives of Legal Medicine,,Elsevier
1548-8667,Journal of Aquatic Animal Health,,Wiley
1436-2236,Marine Biotechnology,,Springer
1558-7673,Clinical Genitourinary Cancer,,Elsevier
1834-4453,Archaeology in Oceania,,Wiley
1551-8248,Archaeological Papers of the American Anthropological Association,,Wiley
1863-4362,Irish Journal of Medical Science (1971 -),,Springer
2198-0810,International Journal of Precision Engineering and Manufacturing-Green Technology,,Springer
0891-0618,Journal of Chemical Neuroanatomy,,Elsevier
1752-4598,Insect Conservation and Diversity,,Wiley
2662-1355,Nature Food,,Springer
1420-9012,Results in Mathematics,,Springer
1531-135X,"Cognitive, Affective, & Behavioral Neuroscience",,Springer
2832-157X,Asia-Pacific Economic History Review,,Wiley
0959-6526,Journal of Cleaner Production,,Elsevier
0006-2952,Biochemical Pharmacology,,Elsevier
2352-6483,Smart Health,,Elsevier
1479-1889,Corporate Reputation Review,,Springer
2366-3987,Advanced Therapeutics,,Wiley
1572-9516,Foundations of Physics,,Springer
2366-7486,Advanced Sustainable Systems,,Wiley
0749-5978,Organizational Behavior and Human Decision Processes,,Elsevier
1573-6970,International Tax and Public Finance,,Springer
0278-5846,Progress in Neuro-Psychopharmacology & Biological Psychiatry,,Elsevier
0140-1963,Journal of Arid Environments,,Elsevier
0172-2190,World Patent Information,,Elsevier
0010-938X,Corrosion Science,,Elsevier
1467-7709,Diplomatic History,,Oxford University Press
1525-7304,Clinical Lung Cancer,,Elsevier
1573-7861,Sociological Forum,,Wiley
1871-6784,New Biotechnology,,Elsevier
1617-4623,Molecular Genetics and Genomics,,Springer
1878-6146,Fungal Biology,,Elsevier
2058-1742,European Heart Journal - Quality of Care and Clinical Outcomes,,Oxford University Press
2730-5961,AI and Ethics,,Springer
2731-717X,Die Psychotherapie,,Springer
1866-9964,Cognitive Computation,,Springer
0038-0717,Soil Biology and Biochemistry,,Elsevier
1386-6532,Journal of Clinical Virology,,Elsevier
1865-5033,Cellular and Molecular Bioengineering,,Springer
2773-0662,The Royal College of Radiologists Open,,Elsevier
2196-8934,Behavior Analysis in Practice,,Springer
1573-1111,Journal of Inclusion Phenomena and Macrocyclic Chemistry,,Springer
2212-4926,Advances in Biological Regulation,,Elsevier
1387-6473,New Astronomy Reviews,,Elsevier
1365-2052,Animal Genetics,,Wiley
2212-8689,International Journal of Child-Computer Interaction,,Elsevier
1468-2435,International Migration,,Wiley
1468-0297,The Economic Journal,,Oxford University Press
2210-4224,Environmental Innovation and Societal Transitions,,Elsevier
2524-3985,Jus Cogens,,Springer
1618-3932,"Acta Mathematicae Applicatae Sinica, English Series",,Springer
1469-7580,Journal of Anatomy,,Wiley
2367-2544,Human Factors and Mechanical Engineering for Defense and Safety,,Springer
1573-3505,Journal of Psychopathology and Behavioral Assessment,,Springer
0376-7388,Journal of Membrane Science,,Elsevier
2213-8587,The Lancet Diabetes & Endocrinology,,Elsevier
1687-1979,Arab Journal of Gastroenterology,,Elsevier
0269-7491,Environmental Pollution,,Elsevier
1452-3981,International Journal of Electrochemical Science,,Elsevier
0022-4405,Journal of School Psychology,,Elsevier
1573-4927,Biochemical Genetics,,Springer
1616-5195,Macromolecular Bioscience,,Wiley
0022-2496,Journal of Mathematical Psychology,,Elsevier
0214-1582,Revista de Senología y Patología Mamaria,,Elsevier
2192-6670,Network Modeling Analysis in Health Informatics and Bioinformatics,,Springer
0007-4551,Bulletin du Cancer,,Elsevier
1745-7939,New Zealand Geographer,,Wiley
2520-1042,Journal of Packaging Technology and Research,,Springer
1574-1192,Pervasive and Mobile Computing,,Elsevier
1347-4367,Drug Metabolism and Pharmacokinetics,,Elsevier
1757-9627,Journal of Human Rights Practice,,Oxford University Press
0886-7798,Tunnelling and Underground Space Technology,,Elsevier
1756-591X,Metallomics,,Oxford University Press
2192-9270,"Metallography, Microstructure, and Analysis",,Springer
0010-8545,Coordination Chemistry Reviews,,Elsevier
1863-818X,AStA Advances in Statistical Analysis,,Springer
1949-3606,Digest of Middle East Studies,,Wiley
1420-8903,Aequationes mathematicae,,Springer
1433-0474,Monatsschrift Kinderheilkunde,,Springer
0885-2006,Early Childhood Research Quarterly,,Elsevier
0095-0696,Journal of Environmental Economics and Management,,Elsevier
1949-3533,TESOL Journal,,Wiley
2044-8295,British Journal of Psychology,,Wiley
0958-3947,Medical Dosimetry,,Elsevier
1179-1993,Pharmaceutical Medicine,,Springer
1460-2121,Oxford Review of Economic Policy,,Oxford University Press
2730-7808,Advances in Computational Intelligence,,Springer
2773-2320,JEM Reports,,Elsevier
1099-0682,European Journal of Inorganic Chemistry,,Wiley
1932-1872,Statistical Analysis and Data Mining,,Wiley
2731-7153,Die Orthopädie,,Springer
1573-3343,Clinical Social Work Journal,,Springer
1460-2393,QJM:An International Journal of Medicine         ,,Oxford University Press
1477-8564,Journal of the History of Collections,,Oxford University Press
2950-4090,Climate Smart Agriculture,,Elsevier
2330-4847,Economic Anthropology,,Wiley
1000-9361,Chinese Journal of Aeronautics,,Elsevier
1399-3038,Pediatric Allergy and Immunology,,Wiley
0141-9382,Displays,,Elsevier
1613-981X,Statistical Methods & Applications,,Springer
1096-987X,Journal of Computational Chemistry,,Wiley
0142-694X,Design Studies,,Elsevier
0963-8687,The Journal of Strategic Information Systems,,Elsevier
1383-5866,Separation and Purification Technology,,Elsevier
0022-3468,Journal of Pediatric Surgery,,Elsevier
1557-1904,Journal of Neuroimmune Pharmacology,,Springer
1741-2765,Experimental Mechanics,,Springer
1226-8615,Journal of Asia-Pacific Entomology,,Elsevier
1755-053X,Financial Management,,Wiley
2468-1253,The Lancet Gastroenterology & Hepatology,,Elsevier
2520-8993,Chinese Journal of Academic Radiology,,Springer
2577-8161,AWWA Water Science,,Wiley
1439-0515,Natur und Recht,,Springer
2948-1546,Discover Civil Engineering,,Springer
0917-2394,Pediatric Dental Journal,,Elsevier
1944-2866,Policy & Internet,,Wiley
2950-1962,African Transport Studies,,Elsevier
1552-8367,Clays and Clay Minerals,,Springer
0141-9331,Microprocessors and Microsystems,,Elsevier
0735-6757,American Journal of Emergency Medicine,,Elsevier
0968-0896,Bioorganic & Medicinal Chemistry,,Elsevier
1747-5457,Journal of Petroleum Geology,,Wiley
2093-985X,Biomedical Engineering Letters,,Springer
2204-9207,Journal of Applied Youth Studies,,Springer
1911-3838,Accounting Perspectives,,Wiley
1949-8594,School Science and Mathematics,,Wiley
1432-1084,European Radiology,,Springer
1526-4998,Pest Management Science,,Wiley
1753-8424,Journal of Topology,,Wiley
0921-8890,Robotics and Autonomous Systems,,Elsevier
2661-8982,Tropical Ecology,,Springer
0254-0584,Materials Chemistry and Physics,,Elsevier
1460-2482,Parliamentary Affairs,,Oxford University Press
0097-3165,"Journal of Combinatorial Theory, Series A",,Elsevier
0828-282X,Canadian Journal of Cardiology,,Elsevier
1434-3924,Arthroskopie,,Springer
1468-0254,Early Medieval Europe,,Wiley
1468-2400,International Journal of Systematic Theology,,Wiley
1472-4669,Geobiology,,Wiley
0169-1317,Applied Clay Science,,Elsevier
1572-8498,HEC Forum,,Springer
1573-7632,Genetic Programming and Evolvable Machines,,Springer
1435-1544,Herzschrittmachertherapie + Elektrophysiologie,,Springer
2092-8467,Molecular & Cellular Toxicology,,Springer
2307-4108,Kuwait Journal of Science,,Elsevier
0018-506X,Hormones and Behavior,,Elsevier
2167-4817,Current Surgery Reports,,Springer
2476-1281,Consumer Psychology Review,,Wiley
2662-9283,SN Social Sciences,,Springer
1097-0290,Biotechnology and Bioengineering,,Wiley
1365-2850,Journal of Psychiatric and Mental Health Nursing,,Wiley
1573-0913,Small Business Economics,,Springer
1439-6912,Combinatorica,,Springer
2831-865X,Popular Culture Review,,Wiley
1535-2900,American Journal of Health-System Pharmacy,,Oxford University Press
1269-1763,Pratiques Psychologiques,,Elsevier
0196-0644,Annals of Emergency Medicine,,Elsevier
1099-1352,Journal of Molecular Recognition,,Wiley
2199-3831,Journal of Sustainable Metallurgy,,Springer
1437-3262,International Journal of Earth Sciences,,Springer
1997-1400,International Journal of Pavement Research and Technology,,Springer
1439-099X,Strahlentherapie und Onkologie,,Springer
1573-3440,Journal of Adult Development,,Springer
